array size,malloc,copy (memcpy),copy (individually),set,get,reverse,free,array,title row
22,28665,3986367,4798227,4453743,6350673,4554795,733677,
22,30996,4495491,4816812,4390512,6191052,4595409,736827,
22,34398,4514139,4804212,4158504,6169380,4573338,725760,
22,32550,4516827,4805514,4385052,6167931,4573674,725487,
22,32193,4506831,4804800,4315626,6165033,4566093,724185,
22,32214,4515882,4805430,4390176,6146007,4572372,729078,
22,30492,4498683,4813410,4319931,6169842,4564560,720678,
22,32487,4510968,4794237,4368126,6157011,4564161,721833,
22,30765,4504920,4787748,4378206,6166944,4573611,720783,
22,33327,4505235,4771284,4343094,6156234,4555824,720657,
23,42420,8171184,9620268,8805153,12512556,9144093,1329867,
23,35847,9047220,9571842,8831655,12399954,9069207,1335705,
23,32277,9000705,9608151,8806119,12430992,9031050,1323840,
23,31353,9045456,9596727,8806581,12394914,9027417,1328313,
23,32319,8988084,9617349,8768235,12396888,9020991,1317267,
23,32067,9032373,9596517,8824515,12386535,9032583,1311954,
23,31962,9012633,9584610,8781129,12404301,9048774,1320102,
23,32445,9027144,9594732,8764644,12375783,9030903,1318464,
23,29085,9003624,9582510,8840916,12399849,9040668,1309203,
23,32340,9007908,9577848,8843772,12414108,9012003,1316343,
24,39543,16329558,19298811,17501862,24936576,18197991,2485812,
24,30471,17953551,19260969,17299254,24786069,18043032,2460570,
24,30933,17879631,19277664,17511816,24821349,18054204,2438604,
24,31563,17917053,19251519,17507028,24799971,18104793,2448726,
24,32277,17910627,19242237,17513979,24797598,18082491,2440179,
24,30219,17914113,19272855,17461836,24750915,18038559,2448705,
24,30912,17920707,19259436,17552136,24782100,18062373,2440641,
24,31815,17906364,19241838,17470698,24768954,18054183,2544822,
24,32151,17921883,19252737,17546760,24769017,18074973,2443518,
24,29904,17999226,19309353,17562720,24753162,18052839,2463195,
25,41139,32858511,38503815,34982598,49558740,36134805,4773594,
25,36750,32937849,38536218,35095935,49506744,36387246,4763787,
25,36036,32916534,38520573,35126322,49456092,36241905,4751292,
25,37716,32942658,38500644,35053872,49456323,36469944,4765026,
25,37485,32885916,38507721,35098812,49585410,36342432,4759524,
25,36855,32955720,38528973,35102445,49544145,36264564,4758873,
25,35700,32931969,38521812,35091462,49424760,36431115,4763262,
25,36666,32909940,38512341,35046144,49579677,36238818,4760385,
25,38115,32945388,38496675,35057610,49499289,36272565,4754547,
25,37275,32937072,38514399,35132559,49444395,36200892,4862445,
26,36729,65585583,78711927,70187124,100455096,108388623,9325680,
26,35343,65636151,78723141,70208712,98943978,72539103,9318477,
26,40887,65691675,78689058,70090440,99148518,72501219,9317595,
26,41118,66693669,78871107,70283052,100149483,72894885,9325386,
26,42882,67544148,79076634,70094430,99175860,72923025,9530325,
26,37611,65945271,78722910,70246428,99292620,72508800,9359049,
26,41349,65956149,78704031,70143108,99150954,72553467,9378810,
26,42399,65989140,78680679,70132335,99241212,72374274,9703785,
26,40131,67265688,79079574,70254009,100619568,73384206,10056669,
26,42756,67204956,79081905,70094577,98762538,72549099,9766302,
27,45381,131774601,161412153,140105637,200088672,210416451,18678534,
27,51765,132795432,161232246,140156415,197253462,145051956,18620826,
27,47796,133279839,161208831,140230566,198121833,145072200,19119534,
27,51660,133412937,161586978,140407428,200534964,146016024,18782484,
27,52521,133129542,161338149,140359842,197921472,145245093,19032594,
27,52521,134430450,161335860,140262948,198077481,145551798,19014996,
27,52563,134081304,161460222,140042553,198122190,145416306,19164726,
27,50694,134211882,161357721,140201964,198170385,144327057,20108760,
27,52395,134055600,161345604,140453082,201341952,146205045,19842690,
27,54390,134693475,161346675,140270823,198504684,144327645,18795651,
28,53613,267757329,308275170,280562562,397695753,288839649,37381512,
28,61173,269164413,308176302,280541856,397135914,289367736,37479960,
28,59829,269210172,308312256,280846272,398184045,292305153,38099082,
28,66171,271769169,308150577,280370055,400264305,292026840,37321578,
28,60438,270040890,308035266,280716975,397363680,290197320,37605876,
28,58653,270139527,308130123,280517391,397543272,290212860,37656171,
28,60942,270084360,308033565,280556997,397699890,291473385,38958570,
28,61194,272018481,308756322,280493367,396767574,292981668,39339573,
28,57624,269188836,308027706,283990833,398776497,409443258,37293627,
28,58800,269124366,307983396,280503279,398419434,292156998,37671018,
29,59997,536314380,616007322,560478156,795247068,585782631,73713150,
29,66696,536379039,615988464,561643383,798354816,687631665,73819410,
29,66654,535873002,616162701,560872704,797133771,582687546,73940727,
29,63441,537595800,616147497,560846433,797523153,581523012,74618901,
29,63399,537720309,616092813,560967792,795723747,581052066,73922709,
29,63945,537691245,616062657,560868000,798324744,589082991,76000722,
29,65856,539648193,616310688,560855022,798331170,587004117,74468751,
29,67263,541089360,616275198,561257844,799003884,589099119,74894652,
29,65205,541096311,616321965,561116640,798566034,589333122,75328008,
29,65310,537486285,616337022,561498378,796506984,705315345,74419233,
30,63315,1066789668,1232902671,1122533244,1588027665,1181308107,146640711,
30,63231,1068723852,1232308959,1122033759,1590225294,1170027516,146804637,
30,64050,1074103947,1232843178,1122820020,1593247299,1181161821,146476764,
30,64911,1067940678,1232140203,1122246006,1593023103,1177223271,146394990,
30,62685,1062566568,1231857627,1122742845,1587468666,1170687315,152147331,
30,63483,1067439450,1233324624,1122200415,1594980702,1178461809,151315437,
30,63903,1069076904,1234266558,1122232713,1588752312,1175210337,151805703,
30,54621,1070382264,1233310743,1122042033,1593883074,1181457438,152695074,
30,64323,1072704255,1232200326,1122522618,1592834922,1170900885,146677881,
30,68586,1069516350,1234951956,1121617833,1590816696,1171118466,147086436,
