array size,malloc,copy (memcpy),copy (individually),set,get,reverse,free,array,title row
10,1386,1386,1302,903,861,882,1071,
10,84,147,1197,840,840,840,84,
10,42,126,1176,840,840,840,63,
10,42,105,1197,840,840,840,42,
10,42,84,1176,840,840,840,63,
10,42,63,1197,840,840,840,63,
10,42,84,1176,840,840,840,42,
10,42,84,1176,840,840,840,63,
10,42,63,1176,861,840,819,42,
10,42,63,1197,840,840,840,42,
11,4536,588,2310,1638,1617,1680,378,
11,147,378,2331,1638,1638,1638,147,
11,126,147,2310,1638,1638,1701,147,
11,126,147,2310,1659,1638,1638,126,
11,126,147,2352,1638,1638,2037,126,
11,147,126,2352,1638,1638,1638,126,
11,126,147,2331,1638,1638,1638,147,
11,147,126,2331,1638,1638,1638,126,
11,147,126,2331,1638,1617,1638,126,
11,126,126,2310,1638,1638,1638,126,
12,5691,273,4725,3234,3234,3234,105,
12,147,252,4641,3234,3234,3234,126,
12,126,252,4662,3234,3234,4389,126,
12,126,252,4620,3234,3234,3234,105,
12,126,252,4620,3234,3213,3234,105,
12,126,252,4725,3234,3234,4137,126,
12,126,567,4683,3234,3234,3234,126,
12,105,252,4641,3234,3213,3822,105,
12,126,252,4641,3234,3234,3234,126,
12,126,252,4683,3234,3234,3696,126,
13,3612,3087,9366,6426,6426,7581,105,
13,126,462,9345,6426,7119,7644,126,
13,126,462,9261,6405,6405,8442,105,
13,147,462,9471,6426,6426,7623,105,
13,126,693,9240,6426,6405,8778,126,
13,126,462,9387,6426,6426,7560,105,
13,126,441,9303,6426,6405,7602,105,
13,126,462,9240,6426,6405,7602,105,
13,126,462,9303,6426,6426,7602,105,
13,126,462,9135,6426,6405,7560,105,
14,4221,10248,18627,16485,12768,16611,126,
14,147,924,18627,16632,12789,17010,126,
14,126,903,18984,16485,12768,16485,126,
14,126,966,18480,16569,12789,16737,126,
14,126,1218,18417,16569,12768,16296,105,
14,126,945,18564,16527,12789,16905,126,
14,126,924,18648,16443,12789,16401,105,
14,126,1197,18249,16569,12768,29400,126,
14,147,1470,18396,16548,12789,36876,126,
14,126,924,18690,16653,12768,16842,126,
15,4158,24003,36876,33201,25536,72933,168,
15,147,2541,36939,25578,25557,35007,126,
15,126,1995,37128,41496,25557,35154,126,
15,189,1953,36792,33159,25557,56553,126,
15,168,1911,37086,33201,25557,35154,126,
15,126,1932,50085,29883,25557,35091,105,
15,126,2037,37212,25662,25578,35070,126,
15,126,2037,36960,33243,35259,35112,105,
15,147,1953,36981,33243,25557,35070,126,
15,126,1932,36687,29946,25557,35070,126,
16,3927,46662,74088,51156,51114,70014,126,
16,168,3948,73458,68061,51114,70056,147,
16,168,3843,74529,66255,51114,70098,105,
16,147,3822,73542,66066,51093,70014,126,
16,147,3885,73668,66444,51114,69888,126,
16,147,3780,73458,66507,51114,69951,126,
16,126,3906,73773,66171,51114,70014,126,
16,147,3801,73647,66276,51114,70224,126,
16,147,3864,73563,66255,51093,70119,126,
16,147,3906,85155,65142,51135,69993,126,
17,8652,93219,165753,121947,104916,140721,23016,
17,5754,56847,148113,102186,108843,140112,16422,
17,4347,56049,147882,102186,120624,139965,26187,
17,4431,56133,147546,120708,110145,139902,14805,
17,3654,55356,147861,102186,109011,139881,14511,
17,3612,54327,147168,102207,108654,139818,14364,
17,3633,54579,147546,112896,108780,140175,14742,
17,3738,54390,147441,102207,107436,139923,14133,
17,3507,54747,147357,102186,107562,140028,14091,
17,3402,54327,147651,102207,107373,140091,13923,
18,7476,271719,303513,271803,408345,280056,48993,
18,7392,166614,303198,246687,269073,280203,25368,
18,6699,159957,302463,269325,263445,280161,24297,
18,6510,166488,302610,204162,262584,279972,24507,
18,6573,159894,302757,204141,292215,278880,25011,
18,6993,159285,301476,204246,262521,279972,24717,
18,6573,159558,313320,269325,263382,280140,24738,
18,6489,161175,301854,204225,262458,280182,31731,
18,6489,159747,302505,269598,262794,280350,24549,
18,6426,158109,302589,204183,335013,280077,25305,
19,7812,440454,595791,546819,795921,561120,91098,
19,7602,378525,610470,544131,597198,565971,57540,
19,6867,374052,599340,467628,607677,560154,56679,
19,6762,370524,598311,466935,594552,559188,55272,
19,6573,371028,610701,543543,595581,560259,54432,
19,6951,382746,599970,542934,593670,582939,54957,
19,7476,370692,599298,467733,604065,559272,53697,
19,6930,369978,598836,540666,590247,559293,54642,
19,6678,373380,641466,543291,601083,567021,54453,
19,6720,371175,598458,467754,604002,559608,53655,
20,11634,912072,1201788,1096956,1570821,1126440,161112,
20,10101,997395,1202208,1016505,1295448,1123395,136857,
20,8442,966546,1207857,1045254,1299165,1113924,131418,
20,8610,966546,1186605,1095738,1277136,1119993,132489,
20,8484,976857,1195593,1092609,1267035,1122849,131397,
20,8169,954303,1195278,1053864,1274196,1122177,132699,
20,8148,960267,1206030,1093239,1274805,1115457,132405,
20,8106,966462,1193997,1065435,1308783,1116108,132741,
20,8001,964992,1188096,1088325,1266888,1119468,130578,
20,8295,955227,1196349,1016484,1268568,1122051,132741,
21,15792,1830381,2388813,2192442,3174465,2271843,396480,
21,25137,2194206,2401581,2092650,2896971,2231649,367962,
21,20412,2206848,2399607,2185701,2881074,2292675,361011,
21,20727,2198679,2382996,2191497,2892960,2227092,363594,
21,20748,2201556,2395302,2116107,2884686,2292591,362544,
21,20937,2203908,2383290,2121819,2893800,2229717,363636,
21,21210,2196138,2382492,2118081,2872170,2303343,363132,
21,18858,2199519,2393160,2188557,2865114,2233077,368739,
21,22701,2193681,2395785,2116779,2881977,2236962,359814,
21,21126,2263968,2380665,2090592,2883384,2232153,364035,
